id,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,label
6186,4,13,1,9,4,12,4,5,1,13,1
6187,2,6,2,13,4,4,3,12,2,12,1
6188,2,7,2,6,2,9,1,2,2,3,0
6189,3,7,4,5,2,4,1,11,4,6,0
6190,2,3,3,11,1,10,1,12,2,5,0
6191,1,1,1,11,4,9,4,12,2,10,0
6192,2,3,1,6,3,6,1,12,1,10,1
6193,1,13,3,1,4,10,4,11,1,2,0
6194,3,7,4,9,2,3,2,11,1,9,1
6195,3,7,2,7,2,9,2,4,3,1,1
6196,3,4,1,6,3,8,4,7,2,5,4
6197,4,10,1,3,4,13,1,8,4,6,0
6198,2,1,1,9,1,7,2,3,1,13,0
6199,2,10,2,1,4,4,2,12,3,8,0
6200,2,1,4,7,1,6,2,8,4,4,0
6201,3,13,2,10,3,6,4,11,4,13,1
6202,3,11,2,12,2,11,4,1,3,12,2
6203,1,11,4,9,3,10,3,7,2,2,0
6204,2,10,4,8,1,4,1,13,1,9,0
6205,1,7,3,4,4,13,4,7,4,8,1
6206,2,6,1,3,1,4,4,3,1,1,1
6207,3,3,1,3,1,8,3,12,3,8,2
6208,1,10,1,2,1,9,4,1,4,3,0
6209,3,1,3,6,4,2,4,12,3,7,0
6210,1,3,2,7,4,9,4,1,2,2,0
6211,2,4,3,5,3,1,2,10,3,9,0
6212,1,7,3,8,1,4,3,13,4,3,0
6213,3,1,2,5,3,13,3,2,2,2,1
6214,1,9,2,9,1,12,2,13,1,7,1
6215,2,2,3,13,4,7,4,13,3,6,1
6216,2,10,1,6,2,4,1,13,4,3,0
6217,1,3,2,7,1,10,2,11,3,2,0
6218,4,6,3,7,2,7,4,9,1,8,1
6219,2,2,4,7,1,6,2,3,3,9,0
6220,1,7,4,1,3,6,3,11,1,3,0
6221,3,2,1,11,3,9,4,12,1,8,0
6222,2,1,4,12,1,10,4,4,3,8,0
6223,2,12,3,9,1,8,3,1,3,4,0
6224,3,8,2,10,4,11,4,3,3,2,0
6225,2,9,4,5,2,5,3,9,4,7,2
6226,1,6,3,8,1,13,3,12,3,5,0
6227,2,3,3,5,3,12,1,5,4,8,1
6228,3,4,2,9,2,12,4,10,4,13,0
6229,3,12,3,1,1,6,3,5,1,10,0
6230,3,2,1,13,1,7,1,1,1,3,0
6231,2,11,4,7,3,6,4,10,3,8,0
6232,2,5,2,9,2,3,3,3,3,5,2
6233,1,13,1,11,4,13,3,8,4,4,1
6234,3,10,3,5,4,12,3,1,1,13,0
6235,3,10,2,13,1,2,2,9,4,3,0
6236,1,2,1,6,4,8,1,5,3,9,0
6237,1,7,3,5,2,11,1,2,4,1,0
6238,4,11,4,5,1,2,3,2,2,13,1
6239,3,10,1,13,1,7,2,3,3,7,1
6240,4,12,4,9,1,2,4,7,1,5,0
6241,1,7,1,1,2,13,2,5,2,2,0
6242,1,4,3,6,4,4,3,2,3,12,1
6243,4,8,4,6,1,1,1,11,1,10,0
6244,1,4,4,4,1,7,3,12,4,1,1
6245,2,13,3,2,1,1,4,6,4,12,0
6246,2,1,1,3,1,11,2,10,2,5,0
6247,2,12,1,7,3,7,3,12,3,2,2
6248,4,9,1,12,2,5,1,11,1,9,1
6249,1,4,4,5,3,7,2,8,1,8,1
6250,3,10,3,4,2,13,3,11,1,10,1
6251,1,1,3,1,3,10,1,13,4,10,2
6252,2,5,1,10,2,3,1,12,4,5,1
6253,4,4,4,8,2,12,4,3,1,10,0
6254,4,13,1,10,3,9,4,12,1,12,1
6255,4,7,4,3,4,10,3,6,1,7,1
6256,3,11,2,1,4,10,1,4,1,11,1
6257,4,9,3,10,3,1,1,4,4,3,0
6258,4,2,2,9,1,4,4,8,1,7,0
6259,1,2,2,6,1,8,2,3,3,10,0
6260,2,2,4,5,1,10,3,12,4,10,1
6261,4,8,4,9,1,13,3,13,1,8,2
6262,2,1,2,10,1,10,3,2,1,3,1
6263,3,10,2,11,4,7,4,1,1,6,0
6264,1,12,4,6,2,8,4,11,4,3,0
6265,1,2,1,9,2,12,1,5,3,4,0
6266,1,8,2,2,4,12,2,5,2,1,0
6267,2,13,4,5,3,7,3,13,3,6,1
6268,3,2,3,6,2,10,2,9,1,9,1
6269,1,7,2,4,4,8,4,13,3,10,0
6270,1,11,3,7,3,6,1,8,2,13,0
6271,3,4,4,1,2,5,3,1,2,13,1
6272,2,3,2,13,2,2,1,3,4,4,1
6273,1,10,4,6,4,8,3,2,1,4,0
6274,1,11,4,4,4,12,4,5,3,5,1
6275,1,11,4,7,4,1,1,3,4,2,0
6276,4,7,2,5,2,10,4,11,4,3,0
6277,1,13,3,8,4,5,2,10,2,5,1
6278,4,10,1,10,1,9,3,13,3,12,1
6279,2,6,1,4,3,13,1,11,2,5,0
6280,1,2,2,10,4,9,1,6,2,7,0
6281,2,5,4,4,4,1,2,7,2,6,0
6282,4,7,4,9,3,7,2,13,3,3,1
6283,1,2,2,3,4,11,3,3,4,3,3
6284,4,9,2,2,4,3,3,4,3,13,0
6285,2,7,3,5,1,2,3,1,1,6,0
6286,2,2,1,12,2,1,1,10,3,11,0
6287,2,6,2,10,1,10,4,4,1,11,1
6288,3,13,1,2,3,1,2,8,1,12,0
6289,3,12,2,8,4,4,2,7,2,9,0
6290,1,6,1,7,3,2,2,1,1,11,0
6291,4,2,1,3,3,9,1,7,2,10,0
6292,1,12,1,8,3,9,1,4,1,2,0
6293,1,8,2,12,4,11,1,12,2,9,1
6294,4,10,3,6,4,6,2,1,4,1,2
6295,4,7,4,8,1,12,2,5,2,2,0
6296,2,11,1,2,2,6,4,9,1,5,0
6297,1,4,4,1,4,7,4,9,1,13,0
6298,4,4,2,11,3,13,3,3,3,5,0
6299,2,7,1,5,2,4,2,9,4,5,1
6300,2,2,3,11,1,13,1,8,3,6,0
6301,4,5,3,12,3,1,2,9,1,5,1
6302,2,10,2,13,3,7,3,1,2,9,0
6303,4,8,4,3,2,7,4,10,1,3,1
6304,1,8,4,12,2,1,3,5,1,1,1
6305,4,2,4,13,3,7,1,4,1,1,0
6306,3,11,2,8,3,1,3,5,2,10,0
6307,4,11,3,10,3,11,3,1,1,3,1
6308,4,12,1,8,2,11,2,10,4,13,0
6309,4,2,4,1,1,13,2,4,3,6,0
6310,3,10,2,12,2,9,1,1,1,12,1
6311,4,1,2,7,1,2,2,9,3,2,1
6312,3,2,4,7,4,4,3,8,1,11,0
6313,2,8,4,8,1,13,4,2,1,11,1
6314,3,4,3,10,1,2,1,3,4,2,1
6315,2,1,3,5,1,7,4,4,3,13,0
6316,3,6,4,11,3,12,2,7,2,8,0
6317,4,4,3,5,2,12,3,3,2,3,1
6318,1,3,3,1,4,9,4,2,2,6,0
6319,1,7,1,9,1,11,3,5,2,3,0
6320,2,10,4,11,2,1,1,10,3,5,1
6321,1,7,2,10,1,3,2,3,1,5,1
6322,1,11,3,7,1,6,2,6,2,9,1
6323,1,1,3,3,1,7,3,1,4,4,1
6324,3,13,2,11,4,4,2,2,3,4,1
6325,4,8,1,3,4,3,2,8,4,2,2
6326,1,7,2,1,1,5,4,2,2,6,0
6327,4,7,4,11,3,6,1,6,4,9,1
6328,4,9,2,9,4,3,3,10,3,8,1
6329,3,3,3,9,3,7,1,13,4,9,1
6330,1,6,2,1,2,12,4,13,1,12,1
6331,3,2,4,2,3,10,3,13,2,3,1
6332,3,2,4,9,4,10,2,13,1,7,0
6333,4,3,3,2,3,4,4,11,2,11,1
6334,1,11,1,7,1,12,2,4,3,6,0
6335,2,6,3,3,1,6,1,9,3,5,1
6336,4,8,2,13,4,5,4,11,3,8,1
6337,2,4,2,11,4,8,3,12,4,7,0
6338,3,2,4,1,2,11,4,11,4,8,1
6339,2,7,4,5,3,1,4,7,3,6,1
6340,3,10,2,12,3,13,4,4,3,12,1
6341,4,13,3,6,2,7,2,4,2,5,0
6342,1,12,1,7,3,9,2,11,2,1,0
6343,3,1,4,3,3,2,2,5,1,7,0
6344,2,12,2,13,3,7,3,12,3,4,1
6345,1,6,3,12,1,11,2,8,3,5,0
6346,2,10,4,10,4,2,1,5,2,4,1
6347,1,12,1,6,2,2,2,1,2,4,0
6348,1,7,2,7,4,3,3,12,3,9,1
6349,3,4,4,12,1,6,3,3,3,2,0
6350,2,9,4,13,4,12,4,2,2,3,0
6351,2,8,3,5,2,6,3,9,2,5,1
6352,4,6,1,1,3,1,4,9,1,11,1
6353,3,9,2,4,3,8,3,13,4,11,0
6354,4,6,4,7,2,5,1,1,2,13,0
6355,3,13,1,2,1,4,4,10,2,10,1
6356,1,9,1,6,4,4,2,2,1,12,0
6357,2,9,1,11,2,13,3,11,3,2,1
6358,3,7,2,2,1,13,1,4,3,3,0
6359,3,2,2,4,2,1,4,1,2,8,1
6360,4,9,2,6,1,5,3,10,4,7,0
6361,4,12,3,5,3,7,3,6,2,1,0
6362,1,5,3,9,1,11,3,10,2,5,1
6363,3,13,4,8,1,9,4,9,1,11,1
6364,2,9,1,4,2,2,2,11,2,13,0
6365,2,5,1,4,2,2,4,11,4,1,0
6366,1,10,4,2,4,11,4,10,3,9,1
6367,3,10,4,13,3,8,1,1,4,4,0
6368,2,4,4,11,3,8,3,5,3,9,0
6369,2,13,2,10,2,2,4,1,1,10,1
6370,2,3,2,4,4,1,2,9,4,5,0
6371,2,1,2,2,3,7,4,8,1,8,1
6372,2,2,4,5,4,11,1,8,4,12,0
6373,2,13,3,4,2,8,2,5,2,4,1
6374,2,6,4,6,4,7,1,3,4,9,1
6375,2,13,4,10,3,5,2,1,4,3,0
6376,2,8,4,11,2,5,1,6,1,5,1
6377,3,6,1,10,2,3,2,10,1,2,1
6378,4,8,3,11,4,10,4,6,4,13,0
6379,4,11,1,3,1,5,3,13,4,9,0
6380,1,4,4,12,4,5,1,13,4,11,0
6381,4,5,2,5,1,9,4,7,4,3,1
6382,3,7,1,9,2,6,1,7,1,11,1
6383,2,9,1,12,3,5,4,11,1,5,1
6384,3,2,4,13,1,7,1,3,4,7,1
6385,1,8,4,10,3,4,1,10,1,1,1
6386,2,13,4,4,3,5,2,6,2,7,0
6387,3,2,1,8,4,5,3,7,4,13,0
6388,3,8,4,3,4,9,2,5,1,2,0
6389,3,10,1,7,3,5,2,4,4,12,0
6390,2,5,1,11,1,5,1,9,4,4,1
6391,3,13,3,4,3,6,1,1,2,11,0
6392,1,10,4,10,1,9,1,11,4,4,1
6393,1,5,3,2,2,4,4,9,4,5,1
6394,2,13,4,3,4,9,4,7,1,11,0
6395,2,3,4,1,4,9,3,5,2,12,0
6396,4,12,2,1,1,12,2,2,3,5,1
6397,3,1,2,3,4,11,4,5,1,3,1
6398,1,9,1,10,4,7,4,1,2,5,0
6399,3,9,1,5,2,12,2,13,1,13,1
6400,3,7,1,1,4,10,1,2,3,10,1
6401,2,1,2,4,1,3,4,2,2,7,0
6402,2,1,3,4,1,11,3,12,1,8,0
6403,4,7,2,2,2,1,1,7,2,8,1
6404,4,8,1,1,4,13,1,9,4,10,0
6405,3,10,3,5,2,12,1,5,3,9,1
6406,1,6,4,10,3,5,3,11,1,1,0
6407,3,5,2,6,4,6,3,4,3,6,3
6408,1,12,4,3,4,6,3,12,2,9,1
6409,2,3,2,4,4,1,3,1,4,12,1
6410,1,1,1,10,2,9,4,7,3,10,1
6411,4,13,4,11,1,8,4,7,2,4,0
6412,4,9,3,2,4,10,1,4,4,13,0
6413,3,4,1,3,4,13,4,5,2,8,0
6414,1,6,1,3,1,10,2,10,2,4,1
6415,2,13,2,10,4,5,3,3,3,4,0
6416,2,4,2,10,3,13,1,5,2,6,0
6417,3,11,1,7,2,2,2,12,4,10,0
6418,1,11,2,11,1,6,4,5,1,8,1
6419,2,9,4,11,3,4,2,7,1,10,0
6420,2,5,2,11,3,5,3,1,3,2,1
6421,3,2,3,9,4,6,2,11,4,9,1
6422,2,6,1,3,4,5,3,11,2,3,1
6423,2,9,1,12,2,11,4,9,3,6,1
6424,4,5,1,2,3,8,3,4,3,5,1
6425,4,12,3,2,3,9,2,10,4,9,1
6426,3,9,4,2,2,13,1,12,2,7,0
6427,1,3,1,9,4,7,1,13,2,6,0
6428,1,10,4,8,4,9,4,12,4,13,0
6429,1,10,4,8,4,10,4,6,3,11,1
6430,1,11,3,6,2,8,4,3,3,4,0
6431,1,6,3,11,1,13,3,9,3,7,0
6432,2,9,1,7,3,5,4,2,2,10,0
6433,4,7,3,3,4,6,4,4,2,5,4
6434,2,4,1,1,3,4,4,9,1,4,3
6435,1,6,3,9,3,1,4,3,4,12,0
6436,3,6,1,6,4,7,4,13,2,5,1
6437,4,1,2,11,4,3,1,8,3,8,1
6438,3,7,1,6,3,10,4,13,1,1,0
6439,4,1,3,2,1,10,4,3,1,9,0
6440,2,2,1,13,3,4,3,1,1,4,1
6441,4,7,1,12,2,4,3,7,3,6,1
6442,2,11,2,8,1,1,4,1,2,9,1
6443,2,11,4,4,4,7,4,9,1,3,0
6444,1,6,1,4,2,1,4,11,4,10,0
6445,3,4,1,1,4,8,3,11,4,5,0
6446,2,8,1,10,1,1,1,4,3,7,0
6447,4,10,3,2,3,1,3,5,2,8,0
6448,3,3,3,11,2,13,3,6,1,11,1
6449,3,11,1,2,4,1,4,7,1,13,0
6450,3,11,4,1,1,7,1,2,4,11,1
6451,1,1,4,7,1,12,4,2,4,4,0
6452,1,13,2,1,2,9,1,7,3,4,0
6453,3,2,2,4,4,12,2,1,2,6,0
6454,4,7,2,5,1,2,2,1,4,1,1
6455,2,13,3,10,4,3,3,1,3,6,0
6456,2,9,2,3,4,4,2,6,1,8,0
6457,4,11,4,7,1,11,4,12,3,2,1
6458,3,9,4,1,4,3,3,4,2,9,1
6459,2,4,1,13,4,4,4,1,4,3,1
6460,4,7,3,4,3,5,4,13,3,1,0
6461,1,3,1,7,3,4,2,4,3,6,1
6462,2,8,4,8,2,2,4,3,2,3,2
6463,4,4,3,3,4,12,4,3,2,10,1
6464,3,11,2,13,1,9,2,7,2,12,0
6465,4,7,4,5,1,4,2,9,1,11,0
6466,1,4,1,11,2,12,2,4,4,4,3
6467,2,3,3,2,1,8,3,9,4,1,0
6468,2,6,2,12,4,1,2,7,1,13,0
6469,3,11,2,9,3,6,1,5,1,2,0
6470,1,11,4,1,2,10,2,2,4,13,0
6471,4,11,4,1,4,3,3,3,3,10,1
6472,2,3,2,8,3,5,2,5,2,12,1
6473,2,5,2,2,1,13,2,1,4,8,0
6474,3,6,3,5,3,2,3,3,2,8,0
6475,4,12,4,13,2,4,3,6,3,13,1
6476,4,11,4,5,1,4,1,5,2,8,1
6477,2,5,4,9,2,1,3,5,1,1,2
6478,1,13,3,9,4,11,2,1,4,1,1
6479,1,4,4,1,2,3,2,11,4,8,0
6480,4,10,4,7,2,8,1,7,1,1,1
6481,4,5,4,6,3,1,1,2,1,11,0
6482,2,9,4,6,3,12,4,12,1,10,1
6483,2,11,4,1,2,9,4,10,3,7,0
6484,1,13,3,13,1,7,2,3,2,10,1
6485,1,3,2,4,3,12,3,9,3,3,1
6486,2,4,1,12,3,11,1,2,3,7,0
6487,4,12,1,12,4,13,1,7,1,1,1
6488,4,5,1,10,3,4,4,11,2,7,0
6489,3,7,4,12,4,10,3,4,3,3,0
6490,1,9,4,8,2,10,1,6,1,12,0
6491,1,2,3,7,1,12,4,12,1,7,2
6492,4,6,2,3,3,9,2,5,3,3,1
6493,3,1,4,9,1,11,1,6,3,2,0
6494,1,3,2,7,4,4,2,9,4,10,0
6495,3,9,2,4,4,9,2,10,3,8,1
6496,4,8,1,10,4,10,2,10,2,3,3
6497,1,3,4,13,2,9,2,6,3,2,0
6498,3,12,3,7,2,9,3,1,4,8,0
6499,2,6,2,11,4,2,1,10,2,13,0
6500,1,1,3,11,4,13,3,4,1,12,0
6501,2,1,3,3,1,9,2,6,3,10,0
6502,2,4,3,11,3,2,4,1,3,9,0
6503,1,9,2,7,1,11,4,4,4,9,1
6504,2,9,1,2,3,10,1,12,4,8,0
6505,4,9,4,12,2,7,1,10,3,4,0
6506,2,12,4,11,3,8,3,5,1,4,0
6507,3,9,1,13,2,10,3,5,1,7,0
6508,3,9,3,1,4,12,1,11,2,2,0
6509,1,11,4,13,2,13,3,3,4,12,1
6510,3,1,1,3,2,8,1,4,1,6,0
6511,2,3,1,9,1,1,3,8,3,7,0
6512,3,4,4,9,4,11,2,4,1,8,1
6513,1,2,1,1,3,11,4,13,4,8,0
6514,2,9,4,2,4,8,4,6,2,8,1
6515,2,8,4,7,3,11,3,6,2,9,0
6516,1,10,3,9,3,11,2,9,4,6,1
6517,1,11,2,8,4,7,3,3,1,6,0
6518,1,12,2,2,1,10,1,6,4,10,1
6519,4,6,1,4,3,8,1,10,3,13,0
6520,2,12,4,9,3,2,4,4,1,3,0
6521,4,9,2,5,2,12,4,6,3,11,0
6522,3,2,2,10,1,3,1,13,3,5,0
6523,3,6,1,13,2,8,1,8,2,10,1
6524,4,1,2,2,3,13,3,1,3,7,1
6525,4,2,4,10,2,3,2,6,4,4,0
6526,3,7,4,9,3,3,4,13,3,4,0
6527,3,4,3,3,3,8,1,4,3,11,1
6528,4,3,4,10,3,11,3,3,2,2,1
6529,3,1,4,12,1,12,4,9,3,13,1
6530,1,8,4,13,4,10,2,9,4,5,0
6531,3,10,2,6,3,13,3,5,4,12,0
6532,2,7,4,2,1,5,2,6,1,6,1
6533,4,11,2,8,4,3,1,13,4,1,0
6534,3,6,2,3,1,5,2,7,3,1,0
6535,2,9,2,12,1,3,3,1,4,12,1
6536,1,10,4,2,1,13,1,8,3,9,0
6537,1,8,4,8,1,2,3,12,1,10,1
6538,3,13,3,9,4,6,2,8,4,8,1
6539,2,1,4,2,4,8,4,12,4,6,0
6540,2,7,4,7,3,4,3,8,1,2,1
6541,2,3,1,11,1,2,3,2,1,12,1
6542,2,1,3,2,1,8,1,10,2,13,0
6543,1,2,4,3,4,8,4,4,4,7,0
6544,4,13,2,11,2,4,4,2,1,1,0
6545,3,3,1,2,4,5,2,1,1,10,0
6546,2,7,3,9,3,4,1,13,2,3,0
6547,1,3,4,7,2,5,2,8,1,4,0
6548,4,4,1,6,1,9,3,6,4,11,1
6549,4,11,1,4,2,1,3,12,4,5,0
6550,2,2,3,7,2,7,2,6,2,13,1
6551,1,11,2,7,3,9,1,12,2,4,0
6552,1,3,2,13,4,10,3,2,4,6,0
6553,4,13,3,12,4,7,3,10,2,1,0
6554,3,12,3,7,1,9,3,10,3,8,0
6555,4,12,3,1,2,9,2,6,4,10,0
6556,1,12,1,2,3,3,3,7,4,10,0
6557,4,5,2,9,2,4,4,10,1,3,0
6558,4,1,4,10,3,3,3,10,1,3,2
6559,2,10,4,1,4,12,2,12,3,4,1
6560,3,9,2,4,1,6,2,12,4,1,0
6561,3,7,4,10,2,7,4,2,1,8,1
6562,4,9,4,5,2,8,1,9,3,2,1
6563,2,2,3,8,1,10,3,10,1,6,1
6564,1,6,4,6,3,8,1,3,1,13,1
6565,1,6,2,7,4,5,1,5,4,7,2
6566,4,5,3,1,3,6,4,4,2,13,0
6567,4,2,1,7,2,10,4,1,3,11,0
6568,3,2,1,2,2,7,1,11,4,7,2
6569,4,6,4,8,1,4,2,10,4,12,0
6570,3,13,1,4,3,8,4,9,2,13,1
6571,4,12,1,10,1,9,3,6,3,12,1
6572,1,7,1,6,3,11,1,13,2,10,0
6573,2,13,1,8,2,4,2,6,2,7,0
6574,3,9,4,1,2,11,1,8,3,3,0
6575,3,11,3,4,2,8,4,6,2,11,1
6576,1,7,4,12,2,10,1,11,4,2,0
6577,4,7,3,8,1,3,3,10,3,7,1
6578,3,10,3,6,3,2,4,10,3,9,1
6579,1,8,4,5,2,4,2,3,2,8,1
6580,3,13,2,8,3,12,2,9,1,10,0
6581,4,12,2,12,3,10,4,9,4,8,1
6582,2,5,4,13,2,8,2,6,3,6,1
6583,1,3,1,8,1,11,1,1,3,13,0
6584,3,12,3,8,3,7,3,3,2,8,1
6585,2,4,4,13,4,4,3,2,3,1,1
6586,2,10,3,13,1,9,2,11,3,12,4
6587,3,7,1,13,1,9,2,2,4,13,1
6588,3,10,2,3,4,9,1,9,4,7,1
6589,3,1,2,4,3,12,3,8,1,2,0
6590,1,12,2,7,2,4,3,2,4,2,1
6591,1,12,2,3,1,3,3,5,4,6,1
6592,1,6,3,12,1,13,4,2,4,6,1
6593,1,4,1,7,2,4,1,2,4,2,2
6594,1,11,4,9,1,2,2,1,4,3,0
6595,3,6,1,5,1,6,4,4,4,2,1
6596,4,3,2,10,3,1,2,12,2,2,0
6597,4,4,2,6,3,6,4,13,3,11,1
6598,4,10,4,1,4,13,3,6,2,10,1
6599,2,6,2,8,3,9,4,13,2,7,0
6600,4,6,4,12,4,1,2,6,3,4,1
6601,1,8,4,7,4,8,2,11,1,4,1
6602,2,11,2,8,2,9,1,10,4,5,0
6603,3,1,2,12,3,2,4,13,2,8,0
6604,4,5,3,7,2,2,1,13,3,6,0
6605,2,10,1,4,4,7,4,2,2,6,0
6606,1,4,4,11,4,13,2,6,3,5,0
6607,4,3,2,5,2,3,3,10,3,8,1
6608,2,4,3,12,3,13,1,13,3,9,1
6609,4,4,3,11,1,2,3,2,4,1,1
6610,2,6,4,6,3,3,4,12,3,1,1
6611,4,9,1,12,2,13,1,8,2,3,0
6612,3,2,1,9,4,3,4,13,3,4,0
6613,4,2,2,8,1,5,3,12,3,11,0
6614,2,10,3,5,4,9,3,1,2,5,1
6615,3,3,2,1,3,10,2,11,3,4,0
6616,1,4,1,2,2,4,3,7,2,1,1
6617,3,6,1,9,2,11,1,2,2,10,0
6618,4,13,1,4,2,9,4,2,1,11,0
6619,3,5,3,7,2,2,1,7,4,3,1
6620,3,3,1,11,4,11,2,5,2,9,1
6621,2,3,1,10,4,13,1,12,4,6,0
6622,4,8,3,9,3,3,1,5,4,2,0
6623,4,9,2,9,1,13,2,7,3,6,1
6624,1,9,2,1,4,12,1,11,3,12,1
6625,3,12,1,1,4,5,1,7,2,5,1
6626,4,7,4,4,1,1,2,3,3,12,0
6627,3,11,4,6,1,7,1,10,4,8,0
6628,4,12,2,3,3,6,1,1,2,11,0
6629,4,11,1,2,3,3,1,1,2,6,0
6630,4,13,1,4,3,5,1,8,3,11,0
6631,1,12,1,4,2,4,3,7,4,7,2
6632,4,9,3,2,4,6,4,2,3,12,1
6633,2,9,4,12,2,10,1,9,2,7,1
6634,3,1,1,1,2,7,3,11,4,3,1
6635,1,11,1,2,4,11,2,4,4,4,2
6636,2,7,1,9,3,2,3,9,1,13,1
6637,3,6,4,7,1,11,3,2,3,1,0
6638,4,13,4,4,3,12,4,7,2,11,0
6639,4,3,4,5,3,7,2,11,2,1,0
6640,2,3,3,12,2,11,3,10,3,13,0
6641,2,11,2,1,4,11,3,2,3,8,1
6642,1,5,3,5,1,12,4,2,1,3,1
6643,1,9,4,10,2,11,2,8,4,1,0
6644,3,6,2,4,4,8,4,10,2,5,0
6645,3,6,2,3,2,6,3,11,4,12,1
6646,3,12,1,6,4,11,1,2,3,1,0
6647,4,3,3,7,4,7,3,3,4,9,2
6648,1,3,4,10,1,2,1,12,3,11,0
6649,4,9,2,10,2,11,2,7,3,13,0
6650,2,4,4,12,1,6,2,3,3,7,0
6651,2,8,1,13,1,10,4,13,3,9,1
6652,1,7,1,3,4,5,4,1,4,4,0
6653,3,4,2,1,3,13,1,12,4,10,0
6654,4,9,4,6,3,6,4,12,4,5,1
6655,3,2,2,6,1,13,1,8,2,9,0
6656,2,2,4,5,4,3,3,1,2,5,1
6657,4,6,1,10,2,12,4,11,2,11,1
6658,2,11,2,5,2,10,2,8,3,7,0
6659,1,7,3,2,4,4,3,1,2,7,1
6660,4,13,2,12,1,4,3,5,1,13,1
6661,1,10,3,7,1,4,1,9,1,7,1
6662,2,2,4,6,1,5,2,6,1,13,1
6663,3,5,1,1,1,13,2,1,2,12,1
6664,4,5,2,13,3,9,3,7,1,13,1
6665,2,2,2,11,1,7,3,3,3,2,1
6666,1,11,1,13,4,2,1,5,3,3,0
6667,4,6,3,9,2,2,2,3,3,12,0
6668,2,12,3,11,3,5,4,5,2,2,1
6669,1,11,1,7,4,9,1,10,2,8,4
6670,1,5,3,9,1,13,3,8,4,5,1
6671,1,13,3,11,3,13,2,13,3,12,3
6672,1,11,4,1,2,8,2,1,4,7,1
6673,1,8,2,12,3,2,3,13,2,3,0
6674,1,11,1,2,1,5,4,10,3,2,1
6675,1,12,2,1,3,6,1,7,3,13,0
6676,2,5,1,2,3,12,2,10,2,2,1
6677,3,2,2,1,2,10,1,9,3,8,0
6678,3,2,4,7,4,9,4,4,2,4,1
6679,4,13,1,1,4,1,3,6,2,9,1
6680,1,2,3,1,3,13,4,12,1,7,0
6681,3,2,1,8,1,4,1,12,4,13,0
6682,1,4,4,3,2,8,4,2,3,11,0
6683,1,8,1,9,1,5,2,13,4,12,0
6684,3,6,2,13,4,9,3,5,4,5,1
6685,2,10,2,11,2,12,2,1,4,10,1
6686,2,13,2,12,1,8,2,10,2,11,0
6687,1,8,1,11,1,1,2,2,2,10,0
6688,2,4,1,9,4,9,2,13,3,10,1
6689,4,11,2,8,1,11,4,5,3,2,1
6690,1,4,1,13,2,3,4,4,3,12,1
6691,4,12,1,5,2,8,2,2,1,13,0
6692,1,10,2,4,1,8,3,8,3,4,2
6693,4,11,1,4,3,6,2,3,3,8,0
6694,1,9,1,13,3,10,1,8,4,5,0
6695,3,6,4,8,3,5,3,10,1,5,1
6696,2,1,2,6,4,7,1,1,4,5,1
6697,3,12,3,10,1,1,3,11,4,9,0
6698,3,1,2,12,3,9,2,7,2,6,0
6699,4,3,3,7,1,9,2,12,4,13,0
6700,4,4,2,12,4,13,3,10,1,11,0
6701,2,1,1,4,3,3,1,9,3,11,0
6702,1,10,2,1,2,2,2,3,4,5,0
6703,3,12,2,11,1,9,1,13,4,8,0
6704,3,7,2,10,1,3,4,2,1,1,0
6705,3,1,3,7,4,13,3,8,2,11,0
6706,3,12,2,10,3,3,2,8,2,7,0
6707,4,9,4,6,1,5,1,6,1,11,1
6708,4,12,4,2,1,6,1,10,3,2,1
6709,2,6,1,3,2,2,3,6,4,9,1
6710,2,5,3,10,3,8,3,13,4,9,0
6711,2,4,4,13,3,10,4,9,1,11,0
6712,4,3,3,7,4,11,3,6,3,11,1
6713,1,2,4,3,1,3,2,9,3,3,3
6714,3,1,4,13,2,4,2,9,2,7,0
6715,2,10,4,1,4,12,4,4,1,6,0
6716,1,7,2,12,3,12,3,6,3,3,1
6717,4,3,2,2,4,4,3,11,3,13,0
6718,1,1,3,4,1,10,3,3,3,2,0
6719,4,4,4,10,3,13,1,9,1,13,1
6720,3,2,3,13,1,5,4,9,2,13,1
6721,4,2,3,4,3,3,2,10,3,10,1
6722,3,3,1,12,2,10,1,6,3,12,1
6723,4,4,4,12,4,10,2,12,2,11,1
6724,4,1,2,6,2,3,1,5,4,3,1
6725,2,11,4,13,3,10,1,10,4,3,1
6726,1,13,3,13,4,4,1,9,3,12,1
6727,2,13,2,3,4,8,4,9,1,9,1
6728,1,7,2,7,4,5,1,6,1,13,1
6729,4,11,2,4,3,5,2,11,4,2,1
6730,1,2,1,9,1,3,4,7,4,4,0
6731,4,8,3,1,4,9,4,11,2,13,0
6732,4,11,1,5,2,3,4,2,4,3,1
6733,3,3,3,2,3,12,4,6,3,1,0
6734,1,13,4,9,1,5,2,1,2,8,0
6735,4,3,3,4,4,5,1,13,1,9,0
6736,2,12,1,8,3,5,1,2,4,9,0
6737,3,1,2,1,1,8,1,11,4,1,3
6738,1,13,1,9,1,2,2,11,2,7,0
6739,3,9,4,8,4,6,3,10,1,8,1
6740,3,11,2,4,1,5,2,10,3,7,0
6741,3,13,1,5,4,8,1,6,2,9,0
6742,4,2,4,6,2,7,1,10,4,8,0
6743,1,1,1,10,1,12,1,2,1,4,5
